Estados Sociedades;Actividad económica;Periodo;Total
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2019M09;18,27
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2019M08;23,62
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2019M07;17,77
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2019M06;21,39
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2019M05;19,69
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2019M04;20,2
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2019M03;20,81
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2019M02;22,46
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2019M01;17,97
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2018M12;22,51
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2018M11;22,19
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2018M10;22,47
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2018M09;22,67
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2018M08;18,74
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2018M07;21,59
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2018M06;21,24
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2018M05;19,47
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2018M04;21,69
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2018M03;23,25
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2018M02;20,92
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2018M01;22,48
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2017M12;21,36
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2017M11;20,68
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2017M10;20,59
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2017M09;20,7
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2017M08;20,13
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2017M07;19,31
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2017M06;21,13
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2017M05;20,88
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2017M04;18,93
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2017M03;20,47
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2017M02;21,58
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2017M01;22,25
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2016M12;21,26
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2016M11;20,88
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2016M10;21,09
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2016M09;21,38
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2016M08;19,14
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2016M07;20,15
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2016M06;19,06
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2016M05;20,73
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2016M04;20,43
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2016M03;21,44
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2016M02;21,88
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2016M01;20,87
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2015M12;21,56
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2015M11;20,76
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2015M10;20,18
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2015M09;20,58
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2015M08;20,68
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2015M07;19,9
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2015M06;19,53
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2015M05;22,47
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2015M04;22,57
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2015M03;21,35
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2015M02;22,03
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2015M01;22,58
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2014M12;22,73
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2014M11;21,99
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2014M10;21,09
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2014M09;20,09
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2014M08;21,27
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2014M07;20,19
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2014M06;20,66
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2014M05;21,99
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2014M04;22,61
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2014M03;21,36
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2014M02;21,64
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2014M01;21,52
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2013M12;21,16
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2013M11;17,4
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2013M10;20,41
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2013M09;19,33
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2013M08;20,48
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2013M07;19,87
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2013M06;20,6
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2013M05;18,13
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2013M04;21,18
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2013M03;22,28
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2013M02;20,57
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2013M01;20,9
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2012M12;19,69
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2012M11;18,13
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2012M10;19,13
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2012M09;21,71
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2012M08;19,89
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2012M07;20,26
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2012M06;19,57
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2012M05;20,48
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2012M04;21,15
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2012M03;20,44
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2012M02;20,8
Disueltas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2012M01;21,1
Disueltas;H Transporte y almacenamiento;2023M09;3,3
Disueltas;H Transporte y almacenamiento;2023M08;3,48
Disueltas;H Transporte y almacenamiento;2023M07;2,52
Disueltas;H Transporte y almacenamiento;2023M06;2,05
Disueltas;H Transporte y almacenamiento;2023M05;2,41
Disueltas;H Transporte y almacenamiento;2023M04;3,18
Disueltas;H Transporte y almacenamiento;2023M03;3,43
Disueltas;H Transporte y almacenamiento;2023M02;2,22
Disueltas;H Transporte y almacenamiento;2023M01;2,8
Disueltas;H Transporte y almacenamiento;2022M12;2,62
Disueltas;H Transporte y almacenamiento;2022M11;2,67
Disueltas;H Transporte y almacenamiento;2022M10;3,34
Disueltas;H Transporte y almacenamiento;2022M09;3,43
Disueltas;H Transporte y almacenamiento;2022M08;3,8
Disueltas;H Transporte y almacenamiento;2022M07;4,84
Disueltas;H Transporte y almacenamiento;2022M06;3,12
Disueltas;H Transporte y almacenamiento;2022M05;3,12
Disueltas;H Transporte y almacenamiento;2022M04;3,12
Disueltas;H Transporte y almacenamiento;2022M03;2,5
Disueltas;H Transporte y almacenamiento;2022M02;2,8
Disueltas;H Transporte y almacenamiento;2022M01;3,01
Disueltas;H Transporte y almacenamiento;2021M12;3,62
Disueltas;H Transporte y almacenamiento;2021M11;2,91
Disueltas;H Transporte y almacenamiento;2021M10;9,5
Disueltas;H Transporte y almacenamiento;2021M09;2,51
Disueltas;H Transporte y almacenamiento;2021M08;2,59
Disueltas;H Transporte y almacenamiento;2021M07;2,74
Disueltas;H Transporte y almacenamiento;2021M06;3,77
Disueltas;H Transporte y almacenamiento;2021M05;2,21
Disueltas;H Transporte y almacenamiento;2021M04;2,32
Disueltas;H Transporte y almacenamiento;2021M03;3,11
Disueltas;H Transporte y almacenamiento;2021M02;2,92
Disueltas;H Transporte y almacenamiento;2021M01;4,76
Disueltas;H Transporte y almacenamiento;2020M12;3,07
Disueltas;H Transporte y almacenamiento;2020M11;3,25
Disueltas;H Transporte y almacenamiento;2020M10;3,08
Disueltas;H Transporte y almacenamiento;2020M09;2,64
Disueltas;H Transporte y almacenamiento;2020M08;2,14
Disueltas;H Transporte y almacenamiento;2020M07;2,38
Disueltas;H Transporte y almacenamiento;2020M06;3,1
Disueltas;H Transporte y almacenamiento;2020M05;2,31
Disueltas;H Transporte y almacenamiento;2020M04;4,51
Disueltas;H Transporte y almacenamiento;2020M03;3,77
Disueltas;H Transporte y almacenamiento;2020M02;2,65
Disueltas;H Transporte y almacenamiento;2020M01;2,76
Disueltas;H Transporte y almacenamiento;2019M12;2,88
Disueltas;H Transporte y almacenamiento;2019M11;2,31
Disueltas;H Transporte y almacenamiento;2019M10;2,64
Disueltas;H Transporte y almacenamiento;2019M09;2,88
Disueltas;H Transporte y almacenamiento;2019M08;3,14
Disueltas;H Transporte y almacenamiento;2019M07;2,64
Disueltas;H Transporte y almacenamiento;2019M06;2,56
Disueltas;H Transporte y almacenamiento;2019M05;2,76
Disueltas;H Transporte y almacenamiento;2019M04;2,86
Disueltas;H Transporte y almacenamiento;2019M03;3,56
Disueltas;H Transporte y almacenamiento;2019M02;2,02
Disueltas;H Transporte y almacenamiento;2019M01;1,93
Disueltas;H Transporte y almacenamiento;2018M12;2,67
Disueltas;H Transporte y almacenamiento;2018M11;3,29
Disueltas;H Transporte y almacenamiento;2018M10;2,74
Disueltas;H Transporte y almacenamiento;2018M09;2,48
Disueltas;H Transporte y almacenamiento;2018M08;2,23
Disueltas;H Transporte y almacenamiento;2018M07;2,48
Disueltas;H Transporte y almacenamiento;2018M06;3,29
Disueltas;H Transporte y almacenamiento;2018M05;3,4
Disueltas;H Transporte y almacenamiento;2018M04;2,57
Disueltas;H Transporte y almacenamiento;2018M03;3,31
Disueltas;H Transporte y almacenamiento;2018M02;3,54
Disueltas;H Transporte y almacenamiento;2018M01;2,24
Disueltas;H Transporte y almacenamiento;2017M12;2,41
Disueltas;H Transporte y almacenamiento;2017M11;2,78
Disueltas;H Transporte y almacenamiento;2017M10;2,97
Disueltas;H Transporte y almacenamiento;2017M09;2,66
Disueltas;H Transporte y almacenamiento;2017M08;2,03
Disueltas;H Transporte y almacenamiento;2017M07;3,44
Disueltas;H Transporte y almacenamiento;2017M06;2,7
Disueltas;H Transporte y almacenamiento;2017M05;2,6
Disueltas;H Transporte y almacenamiento;2017M04;2,68
Disueltas;H Transporte y almacenamiento;2017M03;2,44
Disueltas;H Transporte y almacenamiento;2017M02;2,51
Disueltas;H Transporte y almacenamiento;2017M01;2,34
Disueltas;H Transporte y almacenamiento;2016M12;2,3
Disueltas;H Transporte y almacenamiento;2016M11;3,13
Disueltas;H Transporte y almacenamiento;2016M10;2,73
Disueltas;H Transporte y almacenamiento;2016M09;3,23
Disueltas;H Transporte y almacenamiento;2016M08;2,43
Disueltas;H Transporte y almacenamiento;2016M07;2,88
Disueltas;H Transporte y almacenamiento;2016M06;1,84
Disueltas;H Transporte y almacenamiento;2016M05;3,06
Disueltas;H Transporte y almacenamiento;2016M04;2,42
Disueltas;H Transporte y almacenamiento;2016M03;2,6
Disueltas;H Transporte y almacenamiento;2016M02;2,37
Disueltas;H Transporte y almacenamiento;2016M01;2,34
Disueltas;H Transporte y almacenamiento;2015M12;2,98
Disueltas;H Transporte y almacenamiento;2015M11;2,59
Disueltas;H Transporte y almacenamiento;2015M10;2,56
Disueltas;H Transporte y almacenamiento;2015M09;2,84
Disueltas;H Transporte y almacenamiento;2015M08;3,04
Disueltas;H Transporte y almacenamiento;2015M07;2,3
Disueltas;H Transporte y almacenamiento;2015M06;3,17
Disueltas;H Transporte y almacenamiento;2015M05;1,96
Disueltas;H Transporte y almacenamiento;2015M04;3,75
Disueltas;H Transporte y almacenamiento;2015M03;2,92
Disueltas;H Transporte y almacenamiento;2015M02;2,48
Disueltas;H Transporte y almacenamiento;2015M01;1,94
Disueltas;H Transporte y almacenamiento;2014M12;3,62
Disueltas;H Transporte y almacenamiento;2014M11;2,7
Disueltas;H Transporte y almacenamiento;2014M10;2,3
Disueltas;H Transporte y almacenamiento;2014M09;1,81
Disueltas;H Transporte y almacenamiento;2014M08;2,86
Disueltas;H Transporte y almacenamiento;2014M07;4,23
Disueltas;H Transporte y almacenamiento;2014M06;2,79
Disueltas;H Transporte y almacenamiento;2014M05;2,37
Disueltas;H Transporte y almacenamiento;2014M04;2,92
Disueltas;H Transporte y almacenamiento;2014M03;2,47
Disueltas;H Transporte y almacenamiento;2014M02;3,56
Disueltas;H Transporte y almacenamiento;2014M01;2,36
Disueltas;H Transporte y almacenamiento;2013M12;3,37
Disueltas;H Transporte y almacenamiento;2013M11;3,4
Disueltas;H Transporte y almacenamiento;2013M10;2,89
Disueltas;H Transporte y almacenamiento;2013M09;3,49
Disueltas;H Transporte y almacenamiento;2013M08;2,47
Disueltas;H Transporte y almacenamiento;2013M07;3,17
Disueltas;H Transporte y almacenamiento;2013M06;2,9
Disueltas;H Transporte y almacenamiento;2013M05;3,96
Disueltas;H Transporte y almacenamiento;2013M04;3,11
Disueltas;H Transporte y almacenamiento;2013M03;2,42
Disueltas;H Transporte y almacenamiento;2013M02;3,03
Disueltas;H Transporte y almacenamiento;2013M01;3,1
Disueltas;H Transporte y almacenamiento;2012M12;3,9
Disueltas;H Transporte y almacenamiento;2012M11;3,07
Disueltas;H Transporte y almacenamiento;2012M10;3,13
