Total Nacional;Comunidades y Ciudades Autónomas;Principales indicadores;Periodo;Total
Total Nacional;11 Extremadura;Expectativas del trimestre entrante;2021T4;-3,4
Total Nacional;11 Extremadura;Expectativas del trimestre entrante;2021T3;-2,7
Total Nacional;11 Extremadura;Expectativas del trimestre entrante;2021T2;-16,2
Total Nacional;11 Extremadura;Expectativas del trimestre entrante;2021T1;-37,9
Total Nacional;11 Extremadura;Expectativas del trimestre entrante;2020T4;-36,1
Total Nacional;11 Extremadura;Expectativas del trimestre entrante;2020T3;-33,7
Total Nacional;11 Extremadura;Expectativas del trimestre entrante;2020T2;-71,9
Total Nacional;11 Extremadura;Expectativas del trimestre entrante;2020T1;-6,9
Total Nacional;11 Extremadura;Expectativas del trimestre entrante;2019T4;-4,4
Total Nacional;11 Extremadura;Expectativas del trimestre entrante;2019T3;11,3
Total Nacional;11 Extremadura;Expectativas del trimestre entrante;2019T2;11,7
Total Nacional;11 Extremadura;Expectativas del trimestre entrante;2019T1;-9,6
Total Nacional;11 Extremadura;Expectativas del trimestre entrante;2018T4;2,5
Total Nacional;11 Extremadura;Expectativas del trimestre entrante;2018T3;9,7
Total Nacional;11 Extremadura;Expectativas del trimestre entrante;2018T2;16,4
Total Nacional;11 Extremadura;Expectativas del trimestre entrante;2018T1;-1,4
Total Nacional;11 Extremadura;Expectativas del trimestre entrante;2017T4;4,5
Total Nacional;11 Extremadura;Expectativas del trimestre entrante;2017T3;4,4
Total Nacional;11 Extremadura;Expectativas del trimestre entrante;2017T2;-2,7
Total Nacional;11 Extremadura;Expectativas del trimestre entrante;2017T1;-13,5
Total Nacional;11 Extremadura;Expectativas del trimestre entrante;2016T4;-8,5
Total Nacional;11 Extremadura;Expectativas del trimestre entrante;2016T3;-10,7
Total Nacional;11 Extremadura;Expectativas del trimestre entrante;2016T2;-8,5
Total Nacional;11 Extremadura;Expectativas del trimestre entrante;2016T1;-20,7
Total Nacional;11 Extremadura;Expectativas del trimestre entrante;2015T4;-15,7
Total Nacional;11 Extremadura;Expectativas del trimestre entrante;2015T3;-9,7
Total Nacional;11 Extremadura;Expectativas del trimestre entrante;2015T2;-12,3
Total Nacional;11 Extremadura;Expectativas del trimestre entrante;2015T1;-31,0
Total Nacional;11 Extremadura;Expectativas del trimestre entrante;2014T4;-20,7
Total Nacional;11 Extremadura;Expectativas del trimestre entrante;2014T3;-24,1
Total Nacional;11 Extremadura;Expectativas del trimestre entrante;2014T2;-22,0
Total Nacional;11 Extremadura;Expectativas del trimestre entrante;2014T1;-38,6
Total Nacional;11 Extremadura;Expectativas del trimestre entrante;2013T4;-42,3
Total Nacional;11 Extremadura;Expectativas del trimestre entrante;2013T3;-39,5
Total Nacional;11 Extremadura;Expectativas del trimestre entrante;2013T2;-52,9
Total Nacional;11 Extremadura;Expectativas del trimestre entrante;2013T1;-54,8
Total Nacional;12 Galicia;Indice de confianza empresarial armonizado;2023T4;133,3
Total Nacional;12 Galicia;Indice de confianza empresarial armonizado;2023T3;133,1
Total Nacional;12 Galicia;Indice de confianza empresarial armonizado;2023T2;128,6
Total Nacional;12 Galicia;Indice de confianza empresarial armonizado;2023T1;124,7
Total Nacional;12 Galicia;Indice de confianza empresarial armonizado;2022T4;122,1
Total Nacional;12 Galicia;Indice de confianza empresarial armonizado;2022T3;127,3
Total Nacional;12 Galicia;Indice de confianza empresarial armonizado;2022T2;113,3
Total Nacional;12 Galicia;Indice de confianza empresarial armonizado;2022T1;121,3
Total Nacional;12 Galicia;Indice de confianza empresarial armonizado;2021T4;124,9
Total Nacional;12 Galicia;Indice de confianza empresarial armonizado;2021T3;124,8
Total Nacional;12 Galicia;Indice de confianza empresarial armonizado;2021T2;110,2
Total Nacional;12 Galicia;Indice de confianza empresarial armonizado;2021T1;107,6
Total Nacional;12 Galicia;Indice de confianza empresarial armonizado;2020T4;104,8
Total Nacional;12 Galicia;Indice de confianza empresarial armonizado;2020T3;93,1
Total Nacional;12 Galicia;Indice de confianza empresarial armonizado;2020T2;97,0
Total Nacional;12 Galicia;Indice de confianza empresarial armonizado;2020T1;128,1
Total Nacional;12 Galicia;Indice de confianza empresarial armonizado;2019T4;129,0
Total Nacional;12 Galicia;Indice de confianza empresarial armonizado;2019T3;131,9
Total Nacional;12 Galicia;Indice de confianza empresarial armonizado;2019T2;128,7
Total Nacional;12 Galicia;Indice de confianza empresarial armonizado;2019T1;127,1
Total Nacional;12 Galicia;Indice de confianza empresarial armonizado;2018T4;130,6
Total Nacional;12 Galicia;Indice de confianza empresarial armonizado;2018T3;129,2
Total Nacional;12 Galicia;Indice de confianza empresarial armonizado;2018T2;125,5
Total Nacional;12 Galicia;Indice de confianza empresarial armonizado;2018T1;129,5
Total Nacional;12 Galicia;Indice de confianza empresarial armonizado;2017T4;131,2
Total Nacional;12 Galicia;Indice de confianza empresarial armonizado;2017T3;132,4
Total Nacional;12 Galicia;Indice de confianza empresarial armonizado;2017T2;129,2
Total Nacional;12 Galicia;Indice de confianza empresarial armonizado;2017T1;129,5
Total Nacional;12 Galicia;Indice de confianza empresarial armonizado;2016T4;127,8
Total Nacional;12 Galicia;Indice de confianza empresarial armonizado;2016T3;126,1
Total Nacional;12 Galicia;Indice de confianza empresarial armonizado;2016T2;124,6
Total Nacional;12 Galicia;Indice de confianza empresarial armonizado;2016T1;123,0
Total Nacional;12 Galicia;Indice de confianza empresarial armonizado;2015T4;127,1
Total Nacional;12 Galicia;Indice de confianza empresarial armonizado;2015T3;128,6
Total Nacional;12 Galicia;Indice de confianza empresarial armonizado;2015T2;120,9
Total Nacional;12 Galicia;Indice de confianza empresarial armonizado;2015T1;114,3
Total Nacional;12 Galicia;Indice de confianza empresarial armonizado;2014T4;120,1
Total Nacional;12 Galicia;Indice de confianza empresarial armonizado;2014T3;119,7
Total Nacional;12 Galicia;Indice de confianza empresarial armonizado;2014T2;114,3
Total Nacional;12 Galicia;Indice de confianza empresarial armonizado;2014T1;110,3
Total Nacional;12 Galicia;Indice de confianza empresarial armonizado;2013T4;114,6
Total Nacional;12 Galicia;Indice de confianza empresarial armonizado;2013T3;106,4
Total Nacional;12 Galicia;Indice de confianza empresarial armonizado;2013T2;98,9
Total Nacional;12 Galicia;Indice de confianza empresarial armonizado;2013T1;100,0
Total Nacional;12 Galicia;Situación del trimestre anterior;2023T4;9,2
Total Nacional;12 Galicia;Situación del trimestre anterior;2023T3;3,0
Total Nacional;12 Galicia;Situación del trimestre anterior;2023T2;-4,9
Total Nacional;12 Galicia;Situación del trimestre anterior;2023T1;-3,8
Total Nacional;12 Galicia;Situación del trimestre anterior;2022T4;-6,6
Total Nacional;12 Galicia;Situación del trimestre anterior;2022T3;-3,1
Total Nacional;12 Galicia;Situación del trimestre anterior;2022T2;-25,1
Total Nacional;12 Galicia;Situación del trimestre anterior;2022T1;-8,1
Total Nacional;12 Galicia;Situación del trimestre anterior;2021T4;-4,0
Total Nacional;12 Galicia;Situación del trimestre anterior;2021T3;-14,2
Total Nacional;12 Galicia;Situación del trimestre anterior;2021T2;-34,5
Total Nacional;12 Galicia;Situación del trimestre anterior;2021T1;-30,3
Total Nacional;12 Galicia;Situación del trimestre anterior;2020T4;-34,0
Total Nacional;12 Galicia;Situación del trimestre anterior;2020T3;-65,2
Total Nacional;12 Galicia;Situación del trimestre anterior;2020T2;-29,7
Total Nacional;12 Galicia;Situación del trimestre anterior;2020T1;0,8
Total Nacional;12 Galicia;Situación del trimestre anterior;2019T4;3,1
Total Nacional;12 Galicia;Situación del trimestre anterior;2019T3;0,2
Total Nacional;12 Galicia;Situación del trimestre anterior;2019T2;-5,7
Total Nacional;12 Galicia;Situación del trimestre anterior;2019T1;0,3
Total Nacional;12 Galicia;Situación del trimestre anterior;2018T4;3,8
Total Nacional;12 Galicia;Situación del trimestre anterior;2018T3;-5,6
Total Nacional;12 Galicia;Situación del trimestre anterior;2018T2;-12,6
Total Nacional;12 Galicia;Situación del trimestre anterior;2018T1;2,1
Total Nacional;12 Galicia;Situación del trimestre anterior;2017T4;3,4
Total Nacional;12 Galicia;Situación del trimestre anterior;2017T3;1,9
Total Nacional;12 Galicia;Situación del trimestre anterior;2017T2;-8,3
Total Nacional;12 Galicia;Situación del trimestre anterior;2017T1;3,7
Total Nacional;12 Galicia;Situación del trimestre anterior;2016T4;2,7
Total Nacional;12 Galicia;Situación del trimestre anterior;2016T3;-7,0
Total Nacional;12 Galicia;Situación del trimestre anterior;2016T2;-11,7
Total Nacional;12 Galicia;Situación del trimestre anterior;2016T1;-7,2
Total Nacional;12 Galicia;Situación del trimestre anterior;2015T4;-1,9
Total Nacional;12 Galicia;Situación del trimestre anterior;2015T3;-2,7
Total Nacional;12 Galicia;Situación del trimestre anterior;2015T2;-19,0
Total Nacional;12 Galicia;Situación del trimestre anterior;2015T1;-22,7
Total Nacional;12 Galicia;Situación del trimestre anterior;2014T4;-12,9
Total Nacional;12 Galicia;Situación del trimestre anterior;2014T3;-19,8
Total Nacional;12 Galicia;Situación del trimestre anterior;2014T2;-29,8
Total Nacional;12 Galicia;Situación del trimestre anterior;2014T1;-27,9
Total Nacional;12 Galicia;Situación del trimestre anterior;2013T4;-20,5
Total Nacional;12 Galicia;Situación del trimestre anterior;2013T3;-38,4
Total Nacional;12 Galicia;Situación del trimestre anterior;2013T2;-51,0
Total Nacional;12 Galicia;Situación del trimestre anterior;2013T1;-44,3
Total Nacional;12 Galicia;Expectativas del trimestre entrante;2023T4;2,1
Total Nacional;12 Galicia;Expectativas del trimestre entrante;2023T3;7,4
Total Nacional;12 Galicia;Expectativas del trimestre entrante;2023T2;1,6
Total Nacional;12 Galicia;Expectativas del trimestre entrante;2023T1;-11,4
Total Nacional;12 Galicia;Expectativas del trimestre entrante;2022T4;-16,7
Total Nacional;12 Galicia;Expectativas del trimestre entrante;2022T3;-4,2
Total Nacional;12 Galicia;Expectativas del trimestre entrante;2022T2;-25,6
Total Nacional;12 Galicia;Expectativas del trimestre entrante;2022T1;-17,7
Total Nacional;12 Galicia;Expectativas del trimestre entrante;2021T4;-10,7
Total Nacional;12 Galicia;Expectativas del trimestre entrante;2021T3;-0,8
Total Nacional;12 Galicia;Expectativas del trimestre entrante;2021T2;-25,5
Total Nacional;12 Galicia;Expectativas del trimestre entrante;2021T1;-37,8
Total Nacional;12 Galicia;Expectativas del trimestre entrante;2020T4;-42,8
Total Nacional;12 Galicia;Expectativas del trimestre entrante;2020T3;-47,0
Total Nacional;12 Galicia;Expectativas del trimestre entrante;2020T2;-68,6
Total Nacional;12 Galicia;Expectativas del trimestre entrante;2020T1;-5,8
Total Nacional;12 Galicia;Expectativas del trimestre entrante;2019T4;-5,3
Total Nacional;12 Galicia;Expectativas del trimestre entrante;2019T3;6,6
Total Nacional;12 Galicia;Expectativas del trimestre entrante;2019T2;2,7
Total Nacional;12 Galicia;Expectativas del trimestre entrante;2019T1;-8,2
Total Nacional;12 Galicia;Expectativas del trimestre entrante;2018T4;-1,1
Total Nacional;12 Galicia;Expectativas del trimestre entrante;2018T3;4,2
Total Nacional;12 Galicia;Expectativas del trimestre entrante;2018T2;-0,2
Total Nacional;12 Galicia;Expectativas del trimestre entrante;2018T1;-2,6
Total Nacional;12 Galicia;Expectativas del trimestre entrante;2017T4;1,1
Total Nacional;12 Galicia;Expectativas del trimestre entrante;2017T3;6,6
Total Nacional;12 Galicia;Expectativas del trimestre entrante;2017T2;7,1
Total Nacional;12 Galicia;Expectativas del trimestre entrante;2017T1;-4,2
Total Nacional;12 Galicia;Expectativas del trimestre entrante;2016T4;-8,4
Total Nacional;12 Galicia;Expectativas del trimestre entrante;2016T3;-4,0
Total Nacional;12 Galicia;Expectativas del trimestre entrante;2016T2;-3,8
Total Nacional;12 Galicia;Expectativas del trimestre entrante;2016T1;-13,5
Total Nacional;12 Galicia;Expectativas del trimestre entrante;2015T4;-6,2
Total Nacional;12 Galicia;Expectativas del trimestre entrante;2015T3;-0,8
Total Nacional;12 Galicia;Expectativas del trimestre entrante;2015T2;-7,9
Total Nacional;12 Galicia;Expectativas del trimestre entrante;2015T1;-24,9
Total Nacional;12 Galicia;Expectativas del trimestre entrante;2014T4;-16,6
Total Nacional;12 Galicia;Expectativas del trimestre entrante;2014T3;-11,0
Total Nacional;12 Galicia;Expectativas del trimestre entrante;2014T2;-17,5
Total Nacional;12 Galicia;Expectativas del trimestre entrante;2014T1;-31,9
Total Nacional;12 Galicia;Expectativas del trimestre entrante;2013T4;-26,0
Total Nacional;12 Galicia;Expectativas del trimestre entrante;2013T3;-33,4
Total Nacional;12 Galicia;Expectativas del trimestre entrante;2013T2;-43,8
Total Nacional;12 Galicia;Expectativas del trimestre entrante;2013T1;-47,3
Total Nacional;13 Madrid, Comunidad de;Indice de confianza empresarial armonizado;2023T4;131,8
Total Nacional;13 Madrid, Comunidad de;Indice de confianza empresarial armonizado;2023T3;131,5
Total Nacional;13 Madrid, Comunidad de;Indice de confianza empresarial armonizado;2023T2;130,7
Total Nacional;13 Madrid, Comunidad de;Indice de confianza empresarial armonizado;2023T1;128,9
Total Nacional;13 Madrid, Comunidad de;Indice de confianza empresarial armonizado;2022T4;125,3
Total Nacional;13 Madrid, Comunidad de;Indice de confianza empresarial armonizado;2022T3;129,3
Total Nacional;13 Madrid, Comunidad de;Indice de confianza empresarial armonizado;2022T2;121,6
Total Nacional;13 Madrid, Comunidad de;Indice de confianza empresarial armonizado;2022T1;128,0
Total Nacional;13 Madrid, Comunidad de;Indice de confianza empresarial armonizado;2021T4;124,1
Total Nacional;13 Madrid, Comunidad de;Indice de confianza empresarial armonizado;2021T3;124,4
Total Nacional;13 Madrid, Comunidad de;Indice de confianza empresarial armonizado;2021T2;110,7
Total Nacional;13 Madrid, Comunidad de;Indice de confianza empresarial armonizado;2021T1;106,8
Total Nacional;13 Madrid, Comunidad de;Indice de confianza empresarial armonizado;2020T4;99,4
Total Nacional;13 Madrid, Comunidad de;Indice de confianza empresarial armonizado;2020T3;90,3
Total Nacional;13 Madrid, Comunidad de;Indice de confianza empresarial armonizado;2020T2;94,1
Total Nacional;13 Madrid, Comunidad de;Indice de confianza empresarial armonizado;2020T1;127,3
Total Nacional;13 Madrid, Comunidad de;Indice de confianza empresarial armonizado;2019T4;126,3
Total Nacional;13 Madrid, Comunidad de;Indice de confianza empresarial armonizado;2019T3;129,7
Total Nacional;13 Madrid, Comunidad de;Indice de confianza empresarial armonizado;2019T2;130,4
Total Nacional;13 Madrid, Comunidad de;Indice de confianza empresarial armonizado;2019T1;128,3
Total Nacional;13 Madrid, Comunidad de;Indice de confianza empresarial armonizado;2018T4;127,0
Total Nacional;13 Madrid, Comunidad de;Indice de confianza empresarial armonizado;2018T3;127,8
Total Nacional;13 Madrid, Comunidad de;Indice de confianza empresarial armonizado;2018T2;129,9
Total Nacional;13 Madrid, Comunidad de;Indice de confianza empresarial armonizado;2018T1;130,5
Total Nacional;13 Madrid, Comunidad de;Indice de confianza empresarial armonizado;2017T4;127,7
Total Nacional;13 Madrid, Comunidad de;Indice de confianza empresarial armonizado;2017T3;128,4
Total Nacional;13 Madrid, Comunidad de;Indice de confianza empresarial armonizado;2017T2;128,0
Total Nacional;13 Madrid, Comunidad de;Indice de confianza empresarial armonizado;2017T1;127,3
Total Nacional;13 Madrid, Comunidad de;Indice de confianza empresarial armonizado;2016T4;125,8
Total Nacional;13 Madrid, Comunidad de;Indice de confianza empresarial armonizado;2016T3;126,4
Total Nacional;13 Madrid, Comunidad de;Indice de confianza empresarial armonizado;2016T2;128,1
Total Nacional;13 Madrid, Comunidad de;Indice de confianza empresarial armonizado;2016T1;126,9
Total Nacional;13 Madrid, Comunidad de;Indice de confianza empresarial armonizado;2015T4;126,2
Total Nacional;13 Madrid, Comunidad de;Indice de confianza empresarial armonizado;2015T3;125,7
Total Nacional;13 Madrid, Comunidad de;Indice de confianza empresarial armonizado;2015T2;123,8
Total Nacional;13 Madrid, Comunidad de;Indice de confianza empresarial armonizado;2015T1;120,8
Total Nacional;13 Madrid, Comunidad de;Indice de confianza empresarial armonizado;2014T4;119,2
