Provincias;Clase de disolución;Periodo;Total
48 Bizkaia;Por fusión;2014M11;9
48 Bizkaia;Por fusión;2014M10;18
48 Bizkaia;Por fusión;2014M09;3
48 Bizkaia;Por fusión;2014M08;0
48 Bizkaia;Por fusión;2014M07;5
48 Bizkaia;Por fusión;2014M06;8
48 Bizkaia;Por fusión;2014M05;4
48 Bizkaia;Por fusión;2014M04;7
48 Bizkaia;Por fusión;2014M03;7
48 Bizkaia;Por fusión;2014M02;5
48 Bizkaia;Por fusión;2014M01;14
48 Bizkaia;Por fusión;2013M12;3
48 Bizkaia;Por fusión;2013M11;8
48 Bizkaia;Por fusión;2013M10;6
48 Bizkaia;Por fusión;2013M09;12
48 Bizkaia;Por fusión;2013M08;3
48 Bizkaia;Por fusión;2013M07;4
48 Bizkaia;Por fusión;2013M06;7
48 Bizkaia;Por fusión;2013M05;2
48 Bizkaia;Por fusión;2013M04;3
48 Bizkaia;Por fusión;2013M03;1
48 Bizkaia;Por fusión;2013M02;15
48 Bizkaia;Por fusión;2013M01;9
48 Bizkaia;Por fusión;2012M12;9
48 Bizkaia;Por fusión;2012M11;9
48 Bizkaia;Por fusión;2012M10;6
48 Bizkaia;Por fusión;2012M09;1
48 Bizkaia;Por fusión;2012M08;6
48 Bizkaia;Por fusión;2012M07;7
48 Bizkaia;Por fusión;2012M06;3
48 Bizkaia;Por fusión;2012M05;3
48 Bizkaia;Por fusión;2012M04;0
48 Bizkaia;Por fusión;2012M03;8
48 Bizkaia;Por fusión;2012M02;1
48 Bizkaia;Por fusión;2012M01;12
48 Bizkaia;Otras;2022M12;0
48 Bizkaia;Otras;2022M11;8
48 Bizkaia;Otras;2022M10;9
48 Bizkaia;Otras;2022M09;7
48 Bizkaia;Otras;2022M08;4
48 Bizkaia;Otras;2022M07;4
48 Bizkaia;Otras;2022M06;6
48 Bizkaia;Otras;2022M05;7
48 Bizkaia;Otras;2022M04;9
48 Bizkaia;Otras;2022M03;9
48 Bizkaia;Otras;2022M02;7
48 Bizkaia;Otras;2022M01;4
48 Bizkaia;Otras;2021M12;6
48 Bizkaia;Otras;2021M11;1
48 Bizkaia;Otras;2021M10;4
48 Bizkaia;Otras;2021M09;4
48 Bizkaia;Otras;2021M08;2
48 Bizkaia;Otras;2021M07;5
48 Bizkaia;Otras;2021M06;9
48 Bizkaia;Otras;2021M05;4
48 Bizkaia;Otras;2021M04;9
48 Bizkaia;Otras;2021M03;15
48 Bizkaia;Otras;2021M02;5
48 Bizkaia;Otras;2021M01;4
48 Bizkaia;Otras;2020M12;8
48 Bizkaia;Otras;2020M11;5
48 Bizkaia;Otras;2020M10;5
48 Bizkaia;Otras;2020M09;6
48 Bizkaia;Otras;2020M08;0
48 Bizkaia;Otras;2020M07;5
48 Bizkaia;Otras;2020M06;4
48 Bizkaia;Otras;2020M05;1
48 Bizkaia;Otras;2020M04;0
48 Bizkaia;Otras;2020M03;5
48 Bizkaia;Otras;2020M02;10
48 Bizkaia;Otras;2020M01;10
48 Bizkaia;Otras;2019M12;9
48 Bizkaia;Otras;2019M11;2
48 Bizkaia;Otras;2019M10;6
48 Bizkaia;Otras;2019M09;4
48 Bizkaia;Otras;2019M08;2
48 Bizkaia;Otras;2019M07;5
48 Bizkaia;Otras;2019M06;6
48 Bizkaia;Otras;2019M05;7
48 Bizkaia;Otras;2019M04;9
48 Bizkaia;Otras;2019M03;7
48 Bizkaia;Otras;2019M02;8
48 Bizkaia;Otras;2019M01;7
48 Bizkaia;Otras;2018M12;6
48 Bizkaia;Otras;2018M11;15
48 Bizkaia;Otras;2018M10;4
48 Bizkaia;Otras;2018M09;1
48 Bizkaia;Otras;2018M08;5
48 Bizkaia;Otras;2018M07;3
48 Bizkaia;Otras;2018M06;5
48 Bizkaia;Otras;2018M05;5
48 Bizkaia;Otras;2018M04;4
48 Bizkaia;Otras;2018M03;4
48 Bizkaia;Otras;2018M02;9
48 Bizkaia;Otras;2018M01;3
48 Bizkaia;Otras;2017M12;11
48 Bizkaia;Otras;2017M11;9
48 Bizkaia;Otras;2017M10;12
48 Bizkaia;Otras;2017M09;8
48 Bizkaia;Otras;2017M08;2
48 Bizkaia;Otras;2017M07;2
48 Bizkaia;Otras;2017M06;9
48 Bizkaia;Otras;2017M05;7
48 Bizkaia;Otras;2017M04;4
48 Bizkaia;Otras;2017M03;10
48 Bizkaia;Otras;2017M02;6
48 Bizkaia;Otras;2017M01;9
48 Bizkaia;Otras;2016M12;14
48 Bizkaia;Otras;2016M11;14
48 Bizkaia;Otras;2016M10;12
48 Bizkaia;Otras;2016M09;17
48 Bizkaia;Otras;2016M08;2
48 Bizkaia;Otras;2016M07;10
48 Bizkaia;Otras;2016M06;12
48 Bizkaia;Otras;2016M05;10
48 Bizkaia;Otras;2016M04;10
48 Bizkaia;Otras;2016M03;16
48 Bizkaia;Otras;2016M02;10
48 Bizkaia;Otras;2016M01;8
48 Bizkaia;Otras;2015M12;13
48 Bizkaia;Otras;2015M11;9
48 Bizkaia;Otras;2015M10;9
48 Bizkaia;Otras;2015M09;5
48 Bizkaia;Otras;2015M08;8
48 Bizkaia;Otras;2015M07;9
48 Bizkaia;Otras;2015M06;6
48 Bizkaia;Otras;2015M05;23
48 Bizkaia;Otras;2015M04;11
48 Bizkaia;Otras;2015M03;11
48 Bizkaia;Otras;2015M02;20
48 Bizkaia;Otras;2015M01;8
48 Bizkaia;Otras;2014M12;15
48 Bizkaia;Otras;2014M11;17
48 Bizkaia;Otras;2014M10;17
48 Bizkaia;Otras;2014M09;11
48 Bizkaia;Otras;2014M08;6
48 Bizkaia;Otras;2014M07;11
48 Bizkaia;Otras;2014M06;11
48 Bizkaia;Otras;2014M05;17
48 Bizkaia;Otras;2014M04;10
48 Bizkaia;Otras;2014M03;28
48 Bizkaia;Otras;2014M02;22
48 Bizkaia;Otras;2014M01;19
48 Bizkaia;Otras;2013M12;14
48 Bizkaia;Otras;2013M11;26
48 Bizkaia;Otras;2013M10;25
48 Bizkaia;Otras;2013M09;12
48 Bizkaia;Otras;2013M08;3
48 Bizkaia;Otras;2013M07;17
48 Bizkaia;Otras;2013M06;17
48 Bizkaia;Otras;2013M05;21
48 Bizkaia;Otras;2013M04;20
48 Bizkaia;Otras;2013M03;25
48 Bizkaia;Otras;2013M02;31
48 Bizkaia;Otras;2013M01;15
48 Bizkaia;Otras;2012M12;11
48 Bizkaia;Otras;2012M11;22
48 Bizkaia;Otras;2012M10;13
48 Bizkaia;Otras;2012M09;10
48 Bizkaia;Otras;2012M08;10
48 Bizkaia;Otras;2012M07;22
48 Bizkaia;Otras;2012M06;23
48 Bizkaia;Otras;2012M05;19
48 Bizkaia;Otras;2012M04;18
48 Bizkaia;Otras;2012M03;32
48 Bizkaia;Otras;2012M02;22
48 Bizkaia;Otras;2012M01;13
09 Burgos;Voluntaria;2022M12;33
09 Burgos;Voluntaria;2022M11;12
09 Burgos;Voluntaria;2022M10;15
09 Burgos;Voluntaria;2022M09;6
09 Burgos;Voluntaria;2022M08;12
09 Burgos;Voluntaria;2022M07;8
09 Burgos;Voluntaria;2022M06;8
09 Burgos;Voluntaria;2022M05;8
09 Burgos;Voluntaria;2022M04;11
09 Burgos;Voluntaria;2022M03;13
09 Burgos;Voluntaria;2022M02;7
09 Burgos;Voluntaria;2022M01;37
09 Burgos;Voluntaria;2021M12;28
09 Burgos;Voluntaria;2021M11;6
09 Burgos;Voluntaria;2021M10;6
09 Burgos;Voluntaria;2021M09;5
09 Burgos;Voluntaria;2021M08;5
09 Burgos;Voluntaria;2021M07;9
09 Burgos;Voluntaria;2021M06;8
09 Burgos;Voluntaria;2021M05;12
09 Burgos;Voluntaria;2021M04;11
09 Burgos;Voluntaria;2021M03;10
09 Burgos;Voluntaria;2021M02;25
09 Burgos;Voluntaria;2021M01;31
09 Burgos;Voluntaria;2020M12;29
09 Burgos;Voluntaria;2020M11;17
09 Burgos;Voluntaria;2020M10;7
09 Burgos;Voluntaria;2020M09;9
09 Burgos;Voluntaria;2020M08;5
09 Burgos;Voluntaria;2020M07;6
09 Burgos;Voluntaria;2020M06;3
09 Burgos;Voluntaria;2020M05;0
09 Burgos;Voluntaria;2020M04;2
09 Burgos;Voluntaria;2020M03;9
09 Burgos;Voluntaria;2020M02;13
09 Burgos;Voluntaria;2020M01;52
09 Burgos;Voluntaria;2019M12;29
09 Burgos;Voluntaria;2019M11;11
09 Burgos;Voluntaria;2019M10;12
09 Burgos;Voluntaria;2019M09;4
09 Burgos;Voluntaria;2019M08;8
09 Burgos;Voluntaria;2019M07;10
09 Burgos;Voluntaria;2019M06;7
09 Burgos;Voluntaria;2019M05;5
09 Burgos;Voluntaria;2019M04;5
09 Burgos;Voluntaria;2019M03;13
09 Burgos;Voluntaria;2019M02;12
09 Burgos;Voluntaria;2019M01;39
09 Burgos;Voluntaria;2018M12;23
09 Burgos;Voluntaria;2018M11;13
09 Burgos;Voluntaria;2018M10;10
09 Burgos;Voluntaria;2018M09;8
09 Burgos;Voluntaria;2018M08;5
09 Burgos;Voluntaria;2018M07;5
09 Burgos;Voluntaria;2018M06;10
09 Burgos;Voluntaria;2018M05;13
09 Burgos;Voluntaria;2018M04;9
09 Burgos;Voluntaria;2018M03;11
09 Burgos;Voluntaria;2018M02;12
09 Burgos;Voluntaria;2018M01;30
09 Burgos;Voluntaria;2017M12;30
09 Burgos;Voluntaria;2017M11;14
09 Burgos;Voluntaria;2017M10;10
09 Burgos;Voluntaria;2017M09;3
09 Burgos;Voluntaria;2017M08;13
09 Burgos;Voluntaria;2017M07;5
09 Burgos;Voluntaria;2017M06;15
09 Burgos;Voluntaria;2017M05;14
09 Burgos;Voluntaria;2017M04;9
09 Burgos;Voluntaria;2017M03;12
09 Burgos;Voluntaria;2017M02;24
09 Burgos;Voluntaria;2017M01;26
09 Burgos;Voluntaria;2016M12;28
09 Burgos;Voluntaria;2016M11;16
09 Burgos;Voluntaria;2016M10;7
09 Burgos;Voluntaria;2016M09;5
09 Burgos;Voluntaria;2016M08;8
09 Burgos;Voluntaria;2016M07;7
09 Burgos;Voluntaria;2016M06;3
09 Burgos;Voluntaria;2016M05;7
09 Burgos;Voluntaria;2016M04;9
09 Burgos;Voluntaria;2016M03;13
09 Burgos;Voluntaria;2016M02;16
09 Burgos;Voluntaria;2016M01;15
09 Burgos;Voluntaria;2015M12;35
09 Burgos;Voluntaria;2015M11;11
09 Burgos;Voluntaria;2015M10;10
09 Burgos;Voluntaria;2015M09;6
09 Burgos;Voluntaria;2015M08;5
09 Burgos;Voluntaria;2015M07;11
09 Burgos;Voluntaria;2015M06;11
09 Burgos;Voluntaria;2015M05;9
09 Burgos;Voluntaria;2015M04;8
09 Burgos;Voluntaria;2015M03;17
09 Burgos;Voluntaria;2015M02;16
09 Burgos;Voluntaria;2015M01;18
09 Burgos;Voluntaria;2014M12;24
09 Burgos;Voluntaria;2014M11;9
09 Burgos;Voluntaria;2014M10;16
09 Burgos;Voluntaria;2014M09;10
09 Burgos;Voluntaria;2014M08;1
09 Burgos;Voluntaria;2014M07;6
09 Burgos;Voluntaria;2014M06;5
09 Burgos;Voluntaria;2014M05;7
09 Burgos;Voluntaria;2014M04;6
09 Burgos;Voluntaria;2014M03;6
09 Burgos;Voluntaria;2014M02;11
09 Burgos;Voluntaria;2014M01;24
09 Burgos;Voluntaria;2013M12;26
09 Burgos;Voluntaria;2013M11;17
09 Burgos;Voluntaria;2013M10;14
09 Burgos;Voluntaria;2013M09;15
09 Burgos;Voluntaria;2013M08;5
09 Burgos;Voluntaria;2013M07;6
09 Burgos;Voluntaria;2013M06;11
09 Burgos;Voluntaria;2013M05;6
09 Burgos;Voluntaria;2013M04;21
09 Burgos;Voluntaria;2013M03;9
09 Burgos;Voluntaria;2013M02;12
09 Burgos;Voluntaria;2013M01;34
09 Burgos;Voluntaria;2012M12;22
09 Burgos;Voluntaria;2012M11;17
09 Burgos;Voluntaria;2012M10;13
09 Burgos;Voluntaria;2012M09;4
09 Burgos;Voluntaria;2012M08;4
09 Burgos;Voluntaria;2012M07;10
09 Burgos;Voluntaria;2012M06;11
09 Burgos;Voluntaria;2012M05;9
09 Burgos;Voluntaria;2012M04;8
09 Burgos;Voluntaria;2012M03;19
09 Burgos;Voluntaria;2012M02;22
09 Burgos;Voluntaria;2012M01;20
09 Burgos;Por fusión;2022M12;2
09 Burgos;Por fusión;2022M11;3
09 Burgos;Por fusión;2022M10;0
09 Burgos;Por fusión;2022M09;0
09 Burgos;Por fusión;2022M08;0
09 Burgos;Por fusión;2022M07;0
09 Burgos;Por fusión;2022M06;1
09 Burgos;Por fusión;2022M05;1
09 Burgos;Por fusión;2022M04;1
09 Burgos;Por fusión;2022M03;1
09 Burgos;Por fusión;2022M02;0
09 Burgos;Por fusión;2022M01;0
09 Burgos;Por fusión;2021M12;0
09 Burgos;Por fusión;2021M11;2
09 Burgos;Por fusión;2021M10;4
09 Burgos;Por fusión;2021M09;1
09 Burgos;Por fusión;2021M08;3
09 Burgos;Por fusión;2021M07;2
09 Burgos;Por fusión;2021M06;0
09 Burgos;Por fusión;2021M05;0
09 Burgos;Por fusión;2021M04;1
09 Burgos;Por fusión;2021M03;2
09 Burgos;Por fusión;2021M02;1
09 Burgos;Por fusión;2021M01;1
09 Burgos;Por fusión;2020M12;3
09 Burgos;Por fusión;2020M11;1
09 Burgos;Por fusión;2020M10;0
09 Burgos;Por fusión;2020M09;0
09 Burgos;Por fusión;2020M08;1
09 Burgos;Por fusión;2020M07;0
09 Burgos;Por fusión;2020M06;3
09 Burgos;Por fusión;2020M05;0
09 Burgos;Por fusión;2020M04;1
09 Burgos;Por fusión;2020M03;0
09 Burgos;Por fusión;2020M02;4
09 Burgos;Por fusión;2020M01;3
09 Burgos;Por fusión;2019M12;5
09 Burgos;Por fusión;2019M11;0
09 Burgos;Por fusión;2019M10;0
09 Burgos;Por fusión;2019M09;1
09 Burgos;Por fusión;2019M08;4
09 Burgos;Por fusión;2019M07;0
09 Burgos;Por fusión;2019M06;0
09 Burgos;Por fusión;2019M05;0
09 Burgos;Por fusión;2019M04;1
09 Burgos;Por fusión;2019M03;1
09 Burgos;Por fusión;2019M02;2
09 Burgos;Por fusión;2019M01;2
09 Burgos;Por fusión;2018M12;2
09 Burgos;Por fusión;2018M11;0
09 Burgos;Por fusión;2018M10;1
09 Burgos;Por fusión;2018M09;0
09 Burgos;Por fusión;2018M08;1
09 Burgos;Por fusión;2018M07;0
09 Burgos;Por fusión;2018M06;1
09 Burgos;Por fusión;2018M05;0
09 Burgos;Por fusión;2018M04;0
09 Burgos;Por fusión;2018M03;1
09 Burgos;Por fusión;2018M02;1
09 Burgos;Por fusión;2018M01;4
09 Burgos;Por fusión;2017M12;2
09 Burgos;Por fusión;2017M11;0
09 Burgos;Por fusión;2017M10;1
09 Burgos;Por fusión;2017M09;0
09 Burgos;Por fusión;2017M08;1
09 Burgos;Por fusión;2017M07;0
09 Burgos;Por fusión;2017M06;0
09 Burgos;Por fusión;2017M05;0
09 Burgos;Por fusión;2017M04;0
09 Burgos;Por fusión;2017M03;0
09 Burgos;Por fusión;2017M02;2
09 Burgos;Por fusión;2017M01;1
09 Burgos;Por fusión;2016M12;3
09 Burgos;Por fusión;2016M11;1
09 Burgos;Por fusión;2016M10;2
09 Burgos;Por fusión;2016M09;0
09 Burgos;Por fusión;2016M08;0
09 Burgos;Por fusión;2016M07;1
09 Burgos;Por fusión;2016M06;1
09 Burgos;Por fusión;2016M05;0
09 Burgos;Por fusión;2016M04;0
09 Burgos;Por fusión;2016M03;5
09 Burgos;Por fusión;2016M02;0
09 Burgos;Por fusión;2016M01;0
09 Burgos;Por fusión;2015M12;1
09 Burgos;Por fusión;2015M11;0
09 Burgos;Por fusión;2015M10;0
09 Burgos;Por fusión;2015M09;0
09 Burgos;Por fusión;2015M08;0
09 Burgos;Por fusión;2015M07;1
09 Burgos;Por fusión;2015M06;1
09 Burgos;Por fusión;2015M05;0
09 Burgos;Por fusión;2015M04;0
09 Burgos;Por fusión;2015M03;2
09 Burgos;Por fusión;2015M02;1
09 Burgos;Por fusión;2015M01;1
09 Burgos;Por fusión;2014M12;3
09 Burgos;Por fusión;2014M11;0
09 Burgos;Por fusión;2014M10;0
09 Burgos;Por fusión;2014M09;0
09 Burgos;Por fusión;2014M08;0
09 Burgos;Por fusión;2014M07;1
09 Burgos;Por fusión;2014M06;0
09 Burgos;Por fusión;2014M05;0
09 Burgos;Por fusión;2014M04;4
09 Burgos;Por fusión;2014M03;1
09 Burgos;Por fusión;2014M02;2
09 Burgos;Por fusión;2014M01;2
09 Burgos;Por fusión;2013M12;1
09 Burgos;Por fusión;2013M11;0
09 Burgos;Por fusión;2013M10;2
09 Burgos;Por fusión;2013M09;0
09 Burgos;Por fusión;2013M08;3
09 Burgos;Por fusión;2013M07;0
09 Burgos;Por fusión;2013M06;0
09 Burgos;Por fusión;2013M05;0
09 Burgos;Por fusión;2013M04;5
09 Burgos;Por fusión;2013M03;0
09 Burgos;Por fusión;2013M02;0
09 Burgos;Por fusión;2013M01;3
09 Burgos;Por fusión;2012M12;2
09 Burgos;Por fusión;2012M11;0
09 Burgos;Por fusión;2012M10;1
09 Burgos;Por fusión;2012M09;1
09 Burgos;Por fusión;2012M08;3
09 Burgos;Por fusión;2012M07;0
09 Burgos;Por fusión;2012M06;1
09 Burgos;Por fusión;2012M05;1
09 Burgos;Por fusión;2012M04;0
09 Burgos;Por fusión;2012M03;0
09 Burgos;Por fusión;2012M02;4
09 Burgos;Por fusión;2012M01;1
09 Burgos;Otras;2022M12;0
09 Burgos;Otras;2022M11;6
09 Burgos;Otras;2022M10;3
09 Burgos;Otras;2022M09;3
09 Burgos;Otras;2022M08;0
09 Burgos;Otras;2022M07;1
09 Burgos;Otras;2022M06;4
09 Burgos;Otras;2022M05;2
09 Burgos;Otras;2022M04;0
09 Burgos;Otras;2022M03;2
09 Burgos;Otras;2022M02;0
09 Burgos;Otras;2022M01;5
09 Burgos;Otras;2021M12;1
09 Burgos;Otras;2021M11;2
09 Burgos;Otras;2021M10;1
09 Burgos;Otras;2021M09;2
09 Burgos;Otras;2021M08;2
09 Burgos;Otras;2021M07;2
09 Burgos;Otras;2021M06;2
09 Burgos;Otras;2021M05;4
09 Burgos;Otras;2021M04;4
09 Burgos;Otras;2021M03;1
09 Burgos;Otras;2021M02;3
09 Burgos;Otras;2021M01;0
09 Burgos;Otras;2020M12;0
09 Burgos;Otras;2020M11;4
09 Burgos;Otras;2020M10;2
09 Burgos;Otras;2020M09;1
09 Burgos;Otras;2020M08;0
09 Burgos;Otras;2020M07;0
09 Burgos;Otras;2020M06;1
09 Burgos;Otras;2020M05;0
09 Burgos;Otras;2020M04;0
09 Burgos;Otras;2020M03;0
09 Burgos;Otras;2020M02;0
09 Burgos;Otras;2020M01;1
09 Burgos;Otras;2019M12;3
09 Burgos;Otras;2019M11;1
09 Burgos;Otras;2019M10;0
09 Burgos;Otras;2019M09;1
09 Burgos;Otras;2019M08;0
09 Burgos;Otras;2019M07;1
09 Burgos;Otras;2019M06;3
09 Burgos;Otras;2019M05;1
09 Burgos;Otras;2019M04;3
09 Burgos;Otras;2019M03;2
09 Burgos;Otras;2019M02;3
09 Burgos;Otras;2019M01;0
09 Burgos;Otras;2018M12;0
09 Burgos;Otras;2018M11;2
09 Burgos;Otras;2018M10;2
09 Burgos;Otras;2018M09;1
09 Burgos;Otras;2018M08;1
09 Burgos;Otras;2018M07;3
09 Burgos;Otras;2018M06;1
09 Burgos;Otras;2018M05;1
09 Burgos;Otras;2018M04;0
09 Burgos;Otras;2018M03;3
09 Burgos;Otras;2018M02;7
09 Burgos;Otras;2018M01;2
09 Burgos;Otras;2017M12;4
09 Burgos;Otras;2017M11;2
09 Burgos;Otras;2017M10;4
09 Burgos;Otras;2017M09;2
09 Burgos;Otras;2017M08;3
09 Burgos;Otras;2017M07;3
09 Burgos;Otras;2017M06;3
09 Burgos;Otras;2017M05;3
09 Burgos;Otras;2017M04;2
09 Burgos;Otras;2017M03;7
09 Burgos;Otras;2017M02;9
09 Burgos;Otras;2017M01;0
09 Burgos;Otras;2016M12;0
09 Burgos;Otras;2016M11;5
09 Burgos;Otras;2016M10;1
09 Burgos;Otras;2016M09;1
09 Burgos;Otras;2016M08;0
09 Burgos;Otras;2016M07;4
09 Burgos;Otras;2016M06;3
09 Burgos;Otras;2016M05;1
09 Burgos;Otras;2016M04;3
09 Burgos;Otras;2016M03;5
09 Burgos;Otras;2016M02;1
09 Burgos;Otras;2016M01;1
09 Burgos;Otras;2015M12;3
09 Burgos;Otras;2015M11;5
09 Burgos;Otras;2015M10;4
09 Burgos;Otras;2015M09;1
09 Burgos;Otras;2015M08;2
09 Burgos;Otras;2015M07;0
09 Burgos;Otras;2015M06;4
09 Burgos;Otras;2015M05;1
09 Burgos;Otras;2015M04;3
09 Burgos;Otras;2015M03;5
09 Burgos;Otras;2015M02;2
09 Burgos;Otras;2015M01;2
09 Burgos;Otras;2014M12;0
09 Burgos;Otras;2014M11;3
09 Burgos;Otras;2014M10;13
09 Burgos;Otras;2014M09;5
09 Burgos;Otras;2014M08;1
09 Burgos;Otras;2014M07;3
09 Burgos;Otras;2014M06;5
09 Burgos;Otras;2014M05;3
09 Burgos;Otras;2014M04;7
09 Burgos;Otras;2014M03;4
09 Burgos;Otras;2014M02;2
09 Burgos;Otras;2014M01;2
09 Burgos;Otras;2013M12;10
09 Burgos;Otras;2013M11;0
09 Burgos;Otras;2013M10;4
09 Burgos;Otras;2013M09;6
09 Burgos;Otras;2013M08;3
09 Burgos;Otras;2013M07;4
09 Burgos;Otras;2013M06;2
09 Burgos;Otras;2013M05;3
09 Burgos;Otras;2013M04;0
09 Burgos;Otras;2013M03;1
09 Burgos;Otras;2013M02;1
09 Burgos;Otras;2013M01;2
09 Burgos;Otras;2012M12;6
09 Burgos;Otras;2012M11;0
09 Burgos;Otras;2012M10;6
09 Burgos;Otras;2012M09;1
09 Burgos;Otras;2012M08;1
09 Burgos;Otras;2012M07;4
09 Burgos;Otras;2012M06;4
09 Burgos;Otras;2012M05;7
09 Burgos;Otras;2012M04;1
09 Burgos;Otras;2012M03;4
09 Burgos;Otras;2012M02;2
09 Burgos;Otras;2012M01;2
10 Cáceres;Voluntaria;2022M12;9
10 Cáceres;Voluntaria;2022M11;13
10 Cáceres;Voluntaria;2022M10;10
10 Cáceres;Voluntaria;2022M09;3
10 Cáceres;Voluntaria;2022M08;12
10 Cáceres;Voluntaria;2022M07;7
10 Cáceres;Voluntaria;2022M06;6
10 Cáceres;Voluntaria;2022M05;8
10 Cáceres;Voluntaria;2022M04;6
10 Cáceres;Voluntaria;2022M03;7
10 Cáceres;Voluntaria;2022M02;13
10 Cáceres;Voluntaria;2022M01;17
10 Cáceres;Voluntaria;2021M12;8
10 Cáceres;Voluntaria;2021M11;7
10 Cáceres;Voluntaria;2021M10;5
10 Cáceres;Voluntaria;2021M09;9
10 Cáceres;Voluntaria;2021M08;9
10 Cáceres;Voluntaria;2021M07;2
10 Cáceres;Voluntaria;2021M06;12
10 Cáceres;Voluntaria;2021M05;7
10 Cáceres;Voluntaria;2021M04;6
10 Cáceres;Voluntaria;2021M03;5
10 Cáceres;Voluntaria;2021M02;6
10 Cáceres;Voluntaria;2021M01;16
10 Cáceres;Voluntaria;2020M12;11
10 Cáceres;Voluntaria;2020M11;9
10 Cáceres;Voluntaria;2020M10;8
10 Cáceres;Voluntaria;2020M09;3
10 Cáceres;Voluntaria;2020M08;9
10 Cáceres;Voluntaria;2020M07;8
10 Cáceres;Voluntaria;2020M06;8
10 Cáceres;Voluntaria;2020M05;1
10 Cáceres;Voluntaria;2020M04;3
10 Cáceres;Voluntaria;2020M03;6
10 Cáceres;Voluntaria;2020M02;7
10 Cáceres;Voluntaria;2020M01;12
10 Cáceres;Voluntaria;2019M12;10
10 Cáceres;Voluntaria;2019M11;10
10 Cáceres;Voluntaria;2019M10;7
10 Cáceres;Voluntaria;2019M09;3
10 Cáceres;Voluntaria;2019M08;3
10 Cáceres;Voluntaria;2019M07;11
10 Cáceres;Voluntaria;2019M06;6
10 Cáceres;Voluntaria;2019M05;4
10 Cáceres;Voluntaria;2019M04;5
10 Cáceres;Voluntaria;2019M03;7
10 Cáceres;Voluntaria;2019M02;13
10 Cáceres;Voluntaria;2019M01;10
10 Cáceres;Voluntaria;2018M12;13
10 Cáceres;Voluntaria;2018M11;4
10 Cáceres;Voluntaria;2018M10;4
10 Cáceres;Voluntaria;2018M09;5
10 Cáceres;Voluntaria;2018M08;6
10 Cáceres;Voluntaria;2018M07;5
10 Cáceres;Voluntaria;2018M06;4
10 Cáceres;Voluntaria;2018M05;5
10 Cáceres;Voluntaria;2018M04;4
10 Cáceres;Voluntaria;2018M03;11
10 Cáceres;Voluntaria;2018M02;7
10 Cáceres;Voluntaria;2018M01;6
10 Cáceres;Voluntaria;2017M12;8
10 Cáceres;Voluntaria;2017M11;6
10 Cáceres;Voluntaria;2017M10;2
10 Cáceres;Voluntaria;2017M09;3
10 Cáceres;Voluntaria;2017M08;7
10 Cáceres;Voluntaria;2017M07;2
10 Cáceres;Voluntaria;2017M06;6
10 Cáceres;Voluntaria;2017M05;4
10 Cáceres;Voluntaria;2017M04;9
10 Cáceres;Voluntaria;2017M03;8
10 Cáceres;Voluntaria;2017M02;13
10 Cáceres;Voluntaria;2017M01;17
10 Cáceres;Voluntaria;2016M12;6
10 Cáceres;Voluntaria;2016M11;3
10 Cáceres;Voluntaria;2016M10;4
10 Cáceres;Voluntaria;2016M09;5
10 Cáceres;Voluntaria;2016M08;2
10 Cáceres;Voluntaria;2016M07;2
10 Cáceres;Voluntaria;2016M06;10
10 Cáceres;Voluntaria;2016M05;3
10 Cáceres;Voluntaria;2016M04;11
10 Cáceres;Voluntaria;2016M03;9
10 Cáceres;Voluntaria;2016M02;12
10 Cáceres;Voluntaria;2016M01;17
10 Cáceres;Voluntaria;2015M12;11
10 Cáceres;Voluntaria;2015M11;2
10 Cáceres;Voluntaria;2015M10;6
10 Cáceres;Voluntaria;2015M09;2
10 Cáceres;Voluntaria;2015M08;0
10 Cáceres;Voluntaria;2015M07;4
10 Cáceres;Voluntaria;2015M06;4
10 Cáceres;Voluntaria;2015M05;5
10 Cáceres;Voluntaria;2015M04;2
10 Cáceres;Voluntaria;2015M03;7
10 Cáceres;Voluntaria;2015M02;13
10 Cáceres;Voluntaria;2015M01;4
10 Cáceres;Voluntaria;2014M12;13
10 Cáceres;Voluntaria;2014M11;6
10 Cáceres;Voluntaria;2014M10;4
10 Cáceres;Voluntaria;2014M09;5
10 Cáceres;Voluntaria;2014M08;7
10 Cáceres;Voluntaria;2014M07;7
10 Cáceres;Voluntaria;2014M06;9
10 Cáceres;Voluntaria;2014M05;8
10 Cáceres;Voluntaria;2014M04;3
10 Cáceres;Voluntaria;2014M03;3
10 Cáceres;Voluntaria;2014M02;5
10 Cáceres;Voluntaria;2014M01;7
10 Cáceres;Voluntaria;2013M12;4
10 Cáceres;Voluntaria;2013M11;6
10 Cáceres;Voluntaria;2013M10;3
10 Cáceres;Voluntaria;2013M09;5
10 Cáceres;Voluntaria;2013M08;0
10 Cáceres;Voluntaria;2013M07;4
10 Cáceres;Voluntaria;2013M06;9
10 Cáceres;Voluntaria;2013M05;8
10 Cáceres;Voluntaria;2013M04;15
10 Cáceres;Voluntaria;2013M03;10
10 Cáceres;Voluntaria;2013M02;9
10 Cáceres;Voluntaria;2013M01;18
10 Cáceres;Voluntaria;2012M12;15
10 Cáceres;Voluntaria;2012M11;8
10 Cáceres;Voluntaria;2012M10;3
10 Cáceres;Voluntaria;2012M09;2
10 Cáceres;Voluntaria;2012M08;9
10 Cáceres;Voluntaria;2012M07;2
