,Comunidad Autónoma,Forma jurídica,Sociedades o Capital desembolsado,Año,Número Sociedades/Capital,Población
2347,18 Ceuta,S.A.,Número de Sociedades,2021,3.0,83.517
2348,18 Ceuta,S.A.,Número de Sociedades,2020,6.0,84.202
2349,18 Ceuta,S.A.,Número de Sociedades,2019,1.0,84.777
2350,18 Ceuta,S.A.,Número de Sociedades,2018,1.0,85.144
2351,18 Ceuta,S.A.,Número de Sociedades,2017,0.0,84.959
2352,18 Ceuta,S.A.,Número de Sociedades,2016,0.0,84.519
2353,18 Ceuta,S.A.,Número de Sociedades,2015,0.0,84.263
2354,18 Ceuta,S.A.,Número de Sociedades,2014,1.0,84.963
2355,18 Ceuta,S.A.,Número de Sociedades,2013,0.0,84.180
2356,18 Ceuta,S.A.,Número de Sociedades,2012,0.0,84.018
2357,18 Ceuta,S.A.,Número de Sociedades,2011,0.0,82.376
2358,18 Ceuta,S.A.,Número de Sociedades,2010,0.0,80.579
2359,18 Ceuta,S.A.,Número de Sociedades,2009,0.0,78.674
2360,18 Ceuta,S.A.,Número de Sociedades,2008,0.0,77.389
2361,18 Ceuta,S.A.,Número de Sociedades,2007,0.0,76.603
2362,18 Ceuta,S.A.,Número de Sociedades,2006,1.0,75.861
2363,18 Ceuta,S.A.,Número de Sociedades,2005,1.0,75.276
2364,18 Ceuta,S.A.,Número de Sociedades,2004,4.0,74.654
2365,18 Ceuta,S.A.,Número de Sociedades,2003,3.0,74.931
2366,18 Ceuta,S.A.,Número de Sociedades,2002,3.0,76.152
2367,18 Ceuta,S.A.,Número de Sociedades,2001,4.0,75.694
2368,18 Ceuta,S.A.,Número de Sociedades,2000,9.0,75.241
2369,18 Ceuta,S.A.,capital (en miles de euros) desembolsado,2022,100.0,83.051
2370,18 Ceuta,S.A.,capital (en miles de euros) desembolsado,2021,370.0,83.517
2371,18 Ceuta,S.A.,capital (en miles de euros) desembolsado,2020,628.0,84.202
2372,18 Ceuta,S.A.,capital (en miles de euros) desembolsado,2019,60.0,84.777
2373,18 Ceuta,S.A.,capital (en miles de euros) desembolsado,2018,60.0,85.144
2374,18 Ceuta,S.A.,capital (en miles de euros) desembolsado,2017,0.0,84.959
2375,18 Ceuta,S.A.,capital (en miles de euros) desembolsado,2016,0.0,84.519
2376,18 Ceuta,S.A.,capital (en miles de euros) desembolsado,2015,0.0,84.263
2377,18 Ceuta,S.A.,capital (en miles de euros) desembolsado,2014,65.0,84.963
2378,18 Ceuta,S.A.,capital (en miles de euros) desembolsado,2013,0.0,84.180
2379,18 Ceuta,S.A.,capital (en miles de euros) desembolsado,2012,0.0,84.018
2380,18 Ceuta,S.A.,capital (en miles de euros) desembolsado,2011,0.0,82.376
2381,18 Ceuta,S.A.,capital (en miles de euros) desembolsado,2010,0.0,80.579
2382,18 Ceuta,S.A.,capital (en miles de euros) desembolsado,2009,0.0,78.674
2383,18 Ceuta,S.A.,capital (en miles de euros) desembolsado,2008,0.0,77.389
2384,18 Ceuta,S.A.,capital (en miles de euros) desembolsado,2007,0.0,76.603
2385,18 Ceuta,S.A.,capital (en miles de euros) desembolsado,2006,60.0,75.861
2386,18 Ceuta,S.A.,capital (en miles de euros) desembolsado,2005,2.404,75.276
2387,18 Ceuta,S.A.,capital (en miles de euros) desembolsado,2004,1.42,74.654
2388,18 Ceuta,S.A.,capital (en miles de euros) desembolsado,2003,4.044,74.931
2389,18 Ceuta,S.A.,capital (en miles de euros) desembolsado,2002,165.0,76.152
2390,18 Ceuta,S.A.,capital (en miles de euros) desembolsado,2001,2.809,75.694
2391,18 Ceuta,S.A.,capital (en miles de euros) desembolsado,2000,300.032,75.241
2392,18 Ceuta,S.L.,Número de Sociedades,2022,64.0,83.051
2393,18 Ceuta,S.L.,Número de Sociedades,2021,76.0,83.517
2394,18 Ceuta,S.L.,Número de Sociedades,2020,51.0,84.202
2395,18 Ceuta,S.L.,Número de Sociedades,2019,86.0,84.777
2396,18 Ceuta,S.L.,Número de Sociedades,2018,97.0,85.144
2397,18 Ceuta,S.L.,Número de Sociedades,2017,71.0,84.959
2398,18 Ceuta,S.L.,Número de Sociedades,2016,82.0,84.519
2399,18 Ceuta,S.L.,Número de Sociedades,2015,107.0,84.263
2400,18 Ceuta,S.L.,Número de Sociedades,2014,96.0,84.963
2401,18 Ceuta,S.L.,Número de Sociedades,2013,88.0,84.180
2402,18 Ceuta,S.L.,Número de Sociedades,2012,85.0,84.018
2403,18 Ceuta,S.L.,Número de Sociedades,2011,62.0,82.376
2404,18 Ceuta,S.L.,Número de Sociedades,2010,89.0,80.579
2405,18 Ceuta,S.L.,Número de Sociedades,2009,68.0,78.674
2406,18 Ceuta,S.L.,Número de Sociedades,2008,73.0,77.389
2407,18 Ceuta,S.L.,Número de Sociedades,2007,86.0,76.603
2408,18 Ceuta,S.L.,Número de Sociedades,2006,105.0,75.861
2409,18 Ceuta,S.L.,Número de Sociedades,2005,117.0,75.276
2410,18 Ceuta,S.L.,Número de Sociedades,2004,99.0,74.654
2411,18 Ceuta,S.L.,Número de Sociedades,2003,122.0,74.931
2412,18 Ceuta,S.L.,Número de Sociedades,2002,114.0,76.152
2413,18 Ceuta,S.L.,Número de Sociedades,2001,144.0,75.694
2414,18 Ceuta,S.L.,Número de Sociedades,2000,111.0,75.241
2415,18 Ceuta,S.L.,capital (en miles de euros) desembolsado,2022,1.578,83.051
2416,18 Ceuta,S.L.,capital (en miles de euros) desembolsado,2021,464.0,83.517
2417,18 Ceuta,S.L.,capital (en miles de euros) desembolsado,2020,384.0,84.202
2418,18 Ceuta,S.L.,capital (en miles de euros) desembolsado,2019,2.065,84.777
2419,18 Ceuta,S.L.,capital (en miles de euros) desembolsado,2018,1.566,85.144
2420,18 Ceuta,S.L.,capital (en miles de euros) desembolsado,2017,435.0,84.959
2421,18 Ceuta,S.L.,capital (en miles de euros) desembolsado,2016,1.82,84.519
2422,18 Ceuta,S.L.,capital (en miles de euros) desembolsado,2015,582.0,84.263
2423,18 Ceuta,S.L.,capital (en miles de euros) desembolsado,2014,1.286,84.963
2424,18 Ceuta,S.L.,capital (en miles de euros) desembolsado,2013,3.342,84.180
2425,18 Ceuta,S.L.,capital (en miles de euros) desembolsado,2012,2.156,84.018
2426,18 Ceuta,S.L.,capital (en miles de euros) desembolsado,2011,487.0,82.376
2427,18 Ceuta,S.L.,capital (en miles de euros) desembolsado,2010,2.067,80.579
2428,18 Ceuta,S.L.,capital (en miles de euros) desembolsado,2009,2.185,78.674
2429,18 Ceuta,S.L.,capital (en miles de euros) desembolsado,2008,965.0,77.389
2430,18 Ceuta,S.L.,capital (en miles de euros) desembolsado,2007,916.0,76.603
2431,18 Ceuta,S.L.,capital (en miles de euros) desembolsado,2006,4.161,75.861
2432,18 Ceuta,S.L.,capital (en miles de euros) desembolsado,2005,19.467,75.276
2433,18 Ceuta,S.L.,capital (en miles de euros) desembolsado,2004,1.261,74.654
2434,18 Ceuta,S.L.,capital (en miles de euros) desembolsado,2003,12.551,74.931
2435,18 Ceuta,S.L.,capital (en miles de euros) desembolsado,2002,4.277,76.152
2436,18 Ceuta,S.L.,capital (en miles de euros) desembolsado,2001,3.219,75.694
2437,18 Ceuta,S.L.,capital (en miles de euros) desembolsado,2000,800.023,75.241
2438,18 Ceuta,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2022,0.0,83.051
2439,18 Ceuta,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2021,0.0,83.517
2440,18 Ceuta,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2020,0.0,84.202
2441,18 Ceuta,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2019,0.0,84.777
2442,18 Ceuta,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2018,0.0,85.144
2443,18 Ceuta,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2017,0.0,84.959
2444,18 Ceuta,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2016,0.0,84.519
2445,18 Ceuta,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2015,0.0,84.263
2446,18 Ceuta,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2014,0.0,84.963
2447,18 Ceuta,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2013,0.0,84.180
2448,18 Ceuta,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2012,0.0,84.018
2449,18 Ceuta,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2011,0.0,82.376
2450,18 Ceuta,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2010,0.0,80.579
2451,18 Ceuta,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2009,0.0,78.674
2452,18 Ceuta,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2008,0.0,77.389
2453,18 Ceuta,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2007,0.0,76.603
2454,18 Ceuta,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2006,0.0,75.861
2455,18 Ceuta,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2005,0.0,75.276
2456,18 Ceuta,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2004,0.0,74.654
2457,18 Ceuta,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2003,0.0,74.931
2458,18 Ceuta,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2002,0.0,76.152
2459,18 Ceuta,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2001,0.0,75.694
2460,18 Ceuta,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2000,0.0,75.241
2461,18 Ceuta,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2022,0.0,83.051
2462,18 Ceuta,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2021,0.0,83.517
2463,18 Ceuta,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2020,0.0,84.202
2464,18 Ceuta,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2019,0.0,84.777
2465,18 Ceuta,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2018,0.0,85.144
2466,18 Ceuta,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2017,0.0,84.959
2467,18 Ceuta,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2016,0.0,84.519
2468,18 Ceuta,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2015,0.0,84.263
2469,18 Ceuta,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2014,0.0,84.963
2470,18 Ceuta,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2013,0.0,84.180
2471,18 Ceuta,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2012,0.0,84.018
2472,18 Ceuta,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2011,0.0,82.376
2473,18 Ceuta,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2010,0.0,80.579
2474,18 Ceuta,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2009,0.0,78.674
2475,18 Ceuta,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2008,0.0,77.389
2476,18 Ceuta,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2007,0.0,76.603
2477,18 Ceuta,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2006,0.0,75.861
2478,18 Ceuta,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2005,0.0,75.276
2479,18 Ceuta,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2004,0.0,74.654
2480,18 Ceuta,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2003,0.0,74.931
2481,18 Ceuta,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2002,0.0,76.152
2482,18 Ceuta,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2001,0.0,75.694
2483,18 Ceuta,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2000,0.0,75.241
2484,19 Melilla,S.A.,Número de Sociedades,2022,0.0,84.932
2485,19 Melilla,S.A.,Número de Sociedades,2021,1.0,86.261
2486,19 Melilla,S.A.,Número de Sociedades,2020,0.0,87.076
2487,19 Melilla,S.A.,Número de Sociedades,2019,0.0,86.487
2488,19 Melilla,S.A.,Número de Sociedades,2018,0.0,86.384
2489,19 Melilla,S.A.,Número de Sociedades,2017,0.0,86.120
2490,19 Melilla,S.A.,Número de Sociedades,2016,0.0,86.026
2491,19 Melilla,S.A.,Número de Sociedades,2015,2.0,85.584
2492,19 Melilla,S.A.,Número de Sociedades,2014,1.0,84.509
2493,19 Melilla,S.A.,Número de Sociedades,2013,0.0,83.679
2494,19 Melilla,S.A.,Número de Sociedades,2012,0.0,80.802
2495,19 Melilla,S.A.,Número de Sociedades,2011,0.0,78.476
2496,19 Melilla,S.A.,Número de Sociedades,2010,0.0,76.034
2497,19 Melilla,S.A.,Número de Sociedades,2009,0.0,73.460
2498,19 Melilla,S.A.,Número de Sociedades,2008,0.0,71.448
2499,19 Melilla,S.A.,Número de Sociedades,2007,0.0,69.440
2500,19 Melilla,S.A.,Número de Sociedades,2006,0.0,66.871
2501,19 Melilla,S.A.,Número de Sociedades,2005,4.0,65.488
2502,19 Melilla,S.A.,Número de Sociedades,2004,0.0,68.016
2503,19 Melilla,S.A.,Número de Sociedades,2003,0.0,68.463
2504,19 Melilla,S.A.,Número de Sociedades,2002,5.0,69.184
2505,19 Melilla,S.A.,Número de Sociedades,2001,1.0,68.789
2506,19 Melilla,S.A.,Número de Sociedades,2000,3.0,66.263
2507,19 Melilla,S.A.,capital (en miles de euros) desembolsado,2022,0.0,84.932
2508,19 Melilla,S.A.,capital (en miles de euros) desembolsado,2021,100.0,86.261
2509,19 Melilla,S.A.,capital (en miles de euros) desembolsado,2020,0.0,87.076
2510,19 Melilla,S.A.,capital (en miles de euros) desembolsado,2019,0.0,86.487
2511,19 Melilla,S.A.,capital (en miles de euros) desembolsado,2018,0.0,86.384
2512,19 Melilla,S.A.,capital (en miles de euros) desembolsado,2017,0.0,86.120
2513,19 Melilla,S.A.,capital (en miles de euros) desembolsado,2016,0.0,86.026
2514,19 Melilla,S.A.,capital (en miles de euros) desembolsado,2015,160.0,85.584
2515,19 Melilla,S.A.,capital (en miles de euros) desembolsado,2014,110.0,84.509
2516,19 Melilla,S.A.,capital (en miles de euros) desembolsado,2013,0.0,83.679
2517,19 Melilla,S.A.,capital (en miles de euros) desembolsado,2012,0.0,80.802
2518,19 Melilla,S.A.,capital (en miles de euros) desembolsado,2011,0.0,78.476
2519,19 Melilla,S.A.,capital (en miles de euros) desembolsado,2010,0.0,76.034
2520,19 Melilla,S.A.,capital (en miles de euros) desembolsado,2009,0.0,73.460
2521,19 Melilla,S.A.,capital (en miles de euros) desembolsado,2008,0.0,71.448
2522,19 Melilla,S.A.,capital (en miles de euros) desembolsado,2007,0.0,69.440
2523,19 Melilla,S.A.,capital (en miles de euros) desembolsado,2006,0.0,66.871
2524,19 Melilla,S.A.,capital (en miles de euros) desembolsado,2005,647.0,65.488
2525,19 Melilla,S.A.,capital (en miles de euros) desembolsado,2004,0.0,68.016
2526,19 Melilla,S.A.,capital (en miles de euros) desembolsado,2003,0.0,68.463
2527,19 Melilla,S.A.,capital (en miles de euros) desembolsado,2002,1.2,69.184
2528,19 Melilla,S.A.,capital (en miles de euros) desembolsado,2001,30.0,68.789
2529,19 Melilla,S.A.,capital (en miles de euros) desembolsado,2000,3.0,66.263
2530,19 Melilla,S.L.,Número de Sociedades,2022,101.0,84.932
2531,19 Melilla,S.L.,Número de Sociedades,2021,93.0,86.261
2532,19 Melilla,S.L.,Número de Sociedades,2020,96.0,87.076
2533,19 Melilla,S.L.,Número de Sociedades,2019,94.0,86.487
2534,19 Melilla,S.L.,Número de Sociedades,2018,132.0,86.384
2535,19 Melilla,S.L.,Número de Sociedades,2017,123.0,86.120
2536,19 Melilla,S.L.,Número de Sociedades,2016,109.0,86.026
2537,19 Melilla,S.L.,Número de Sociedades,2015,96.0,85.584
2538,19 Melilla,S.L.,Número de Sociedades,2014,96.0,84.509
2539,19 Melilla,S.L.,Número de Sociedades,2013,78.0,83.679
2540,19 Melilla,S.L.,Número de Sociedades,2012,71.0,80.802
2541,19 Melilla,S.L.,Número de Sociedades,2011,77.0,78.476
2542,19 Melilla,S.L.,Número de Sociedades,2010,61.0,76.034
2543,19 Melilla,S.L.,Número de Sociedades,2009,77.0,73.460
2544,19 Melilla,S.L.,Número de Sociedades,2008,53.0,71.448
2545,19 Melilla,S.L.,Número de Sociedades,2007,96.0,69.440
2546,19 Melilla,S.L.,Número de Sociedades,2006,95.0,66.871
2547,19 Melilla,S.L.,Número de Sociedades,2005,87.0,65.488
2548,19 Melilla,S.L.,Número de Sociedades,2004,86.0,68.016
2549,19 Melilla,S.L.,Número de Sociedades,2003,88.0,68.463
2550,19 Melilla,S.L.,Número de Sociedades,2002,71.0,69.184
2551,19 Melilla,S.L.,Número de Sociedades,2001,81.0,68.789
2552,19 Melilla,S.L.,Número de Sociedades,2000,69.0,66.263
2553,19 Melilla,S.L.,capital (en miles de euros) desembolsado,2022,3.664,84.932
2554,19 Melilla,S.L.,capital (en miles de euros) desembolsado,2021,2.613,86.261
2555,19 Melilla,S.L.,capital (en miles de euros) desembolsado,2020,570.0,87.076
2556,19 Melilla,S.L.,capital (en miles de euros) desembolsado,2019,3.505,86.487
2557,19 Melilla,S.L.,capital (en miles de euros) desembolsado,2018,2.313,86.384
2558,19 Melilla,S.L.,capital (en miles de euros) desembolsado,2017,1.795,86.120
2559,19 Melilla,S.L.,capital (en miles de euros) desembolsado,2016,986.0,86.026
2560,19 Melilla,S.L.,capital (en miles de euros) desembolsado,2015,850.0,85.584
2561,19 Melilla,S.L.,capital (en miles de euros) desembolsado,2014,734.0,84.509
2562,19 Melilla,S.L.,capital (en miles de euros) desembolsado,2013,1.311,83.679
2563,19 Melilla,S.L.,capital (en miles de euros) desembolsado,2012,5.286,80.802
2564,19 Melilla,S.L.,capital (en miles de euros) desembolsado,2011,832.0,78.476
2565,19 Melilla,S.L.,capital (en miles de euros) desembolsado,2010,1.66,76.034
2566,19 Melilla,S.L.,capital (en miles de euros) desembolsado,2009,806.0,73.460
2567,19 Melilla,S.L.,capital (en miles de euros) desembolsado,2008,581.0,71.448
2568,19 Melilla,S.L.,capital (en miles de euros) desembolsado,2007,1.002,69.440
2569,19 Melilla,S.L.,capital (en miles de euros) desembolsado,2006,2.754,66.871
2570,19 Melilla,S.L.,capital (en miles de euros) desembolsado,2005,5.151,65.488
2571,19 Melilla,S.L.,capital (en miles de euros) desembolsado,2004,665.0,68.016
2572,19 Melilla,S.L.,capital (en miles de euros) desembolsado,2003,3.79,68.463
2573,19 Melilla,S.L.,capital (en miles de euros) desembolsado,2002,868.0,69.184
2574,19 Melilla,S.L.,capital (en miles de euros) desembolsado,2001,890.0,68.789
2575,19 Melilla,S.L.,capital (en miles de euros) desembolsado,2000,300.009,66.263
2576,19 Melilla,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2022,0.0,84.932
2577,19 Melilla,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2021,0.0,86.261
2578,19 Melilla,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2020,0.0,87.076
2579,19 Melilla,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2019,0.0,86.487
2580,19 Melilla,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2018,0.0,86.384
2581,19 Melilla,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2017,0.0,86.120
2582,19 Melilla,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2016,0.0,86.026
2583,19 Melilla,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2015,0.0,85.584
2584,19 Melilla,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2014,0.0,84.509
2585,19 Melilla,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2013,0.0,83.679
2586,19 Melilla,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2012,0.0,80.802
2587,19 Melilla,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2011,0.0,78.476
2588,19 Melilla,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2010,0.0,76.034
2589,19 Melilla,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2009,0.0,73.460
2590,19 Melilla,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2008,0.0,71.448
2591,19 Melilla,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2007,0.0,69.440
2592,19 Melilla,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2006,0.0,66.871
2593,19 Melilla,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2005,0.0,65.488
2594,19 Melilla,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2004,0.0,68.016
2595,19 Melilla,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2003,0.0,68.463
2596,19 Melilla,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2002,0.0,69.184
2597,19 Melilla,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2001,0.0,68.789
2598,19 Melilla,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2000,0.0,66.263
2599,19 Melilla,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2022,0.0,84.932
2600,19 Melilla,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2021,0.0,86.261
2601,19 Melilla,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2020,0.0,87.076
2602,19 Melilla,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2019,0.0,86.487
2603,19 Melilla,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2018,0.0,86.384
2604,19 Melilla,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2017,0.0,86.120
2605,19 Melilla,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2016,0.0,86.026
2606,19 Melilla,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2015,0.0,85.584
2607,19 Melilla,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2014,0.0,84.509
2608,19 Melilla,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2013,0.0,83.679
